source_state,target_state,indicator,lead_quarters,correlation,observations
WI,NJ,coincident,1,-0.5293382160696212,39
NC,NJ,coincident,1,-0.5292507071260275,39
LA,AZ,coincident,1,-0.5290420743480696,39
OK,FL,coincident,1,-0.5289654030818076,39
RI,VT,coincident,1,-0.5289159881681371,39
SD,FL,coincident,1,-0.5288580907643659,39
AZ,MO,coincident,1,-0.5284780718369165,39
OR,ME,coincident,1,-0.5283119839520746,39
OH,IN,coincident,1,-0.5283113016173225,39
ID,MO,coincident,1,-0.5279471840024746,39
NM,KY,coincident,1,-0.5275473685083568,39
PA,ME,coincident,1,-0.5273230565199766,39
UT,OH,coincident,1,-0.5272783612990343,39
MN,ME,coincident,1,-0.5272276607135421,39
OH,ID,coincident,1,-0.5272164991603864,39
IL,WA,coincident,1,-0.5269993060537929,39
SC,WA,coincident,1,-0.5269090413600583,39
NY,NH,coincident,1,-0.5267650873246721,39
MS,ID,coincident,1,-0.5265837128552511,39
NJ,FL,coincident,1,-0.5265515046905127,39
AZ,TN,coincident,1,-0.5265198816726601,39
FL,WV,coincident,1,-0.5264759099414601,39
CO,MT,coincident,1,-0.5264752729525173,39
ME,TN,coincident,1,-0.5262622929571338,39
LA,MO,coincident,1,-0.5261462915951025,39
DE,SC,coincident,1,-0.5259227112467008,39
FL,NC,coincident,1,-0.525849638012552,39
AZ,MT,coincident,1,-0.5256851157449678,39
MN,MT,coincident,1,-0.5255744650253278,39
TN,PA,coincident,1,-0.5252616646846442,39
MA,MT,coincident,1,-0.5252359332546264,39
IL,MS,coincident,1,-0.5251670356028609,39
MA,ME,coincident,1,-0.5250596508312497,39
MO,WI,coincident,1,-0.5242510219530774,39
IA,ME,coincident,1,-0.5241397864299646,39
OR,FL,coincident,1,-0.523630845519025,39
LA,RI,coincident,1,-0.5233176386483659,39
RI,MO,coincident,1,-0.5233079459851722,39
NY,GA,coincident,1,-0.5233043124034806,39
MD,GA,coincident,1,-0.5232721036890492,39
KS,ME,coincident,1,-0.5231923598375489,39
AZ,PA,coincident,1,-0.5231335883581362,39
KS,FL,coincident,1,-0.5230151030405191,39
LA,NH,coincident,1,-0.5229534695461028,39
CO,MO,coincident,1,-0.5229162759538792,39
KS,NJ,coincident,1,-0.5227395597572773,39
TN,TN,coincident,1,-0.5226451643789698,39
NH,PA,coincident,1,-0.5225644021476489,39
MS,OH,coincident,1,-0.5225057703143616,39
CA,WV,coincident,1,-0.5223514115303783,39
WI,AZ,coincident,1,-0.522317950209003,39
NH,TN,coincident,1,-0.5219442862041839,39
ID,MT,coincident,1,-0.5218785224284567,39
OR,NJ,coincident,1,-0.5218591430613683,39
NY,NV,coincident,1,-0.5218483093396818,39
CO,PA,coincident,1,-0.521843098997694,39
DE,WA,coincident,1,-0.5215456783115718,39
NC,CA,coincident,1,-0.5211858473973091,39
WY,MI,coincident,1,-0.5210812072153849,39
AZ,ME,coincident,1,-0.5209167838371417,39
VA,ME,coincident,1,-0.5206405189732148,39
VT,OH,coincident,1,-0.5205736602980526,39
CA,NC,coincident,1,-0.5205673133988215,39
MA,NJ,coincident,1,-0.5205070421714149,39
IN,MS,coincident,1,-0.5201151306323526,39
MO,MO,coincident,1,-0.5199755822334408,39
MD,VA,coincident,1,-0.5199677341682973,39
AR,VA,coincident,1,-0.5198480323928105,39
AR,GA,coincident,1,-0.519723861085084,39
RI,ME,coincident,1,-0.5196953129140014,39
ME,FL,coincident,1,-0.5196245303335287,39
ND,AZ,coincident,1,-0.5196220417059487,39
SC,WV,coincident,1,-0.5194788735045066,39
NH,WI,coincident,1,-0.5192875132493504,39
TN,MT,coincident,1,-0.5191631214895038,39
IA,CA,coincident,1,-0.5189122498845806,39
TN,MO,coincident,1,-0.5188012172422144,39
MO,PA,coincident,1,-0.5187884806815788,39
TX,WI,coincident,1,-0.5184774931497176,39
NJ,MT,coincident,1,-0.5182538539176893,39
UT,WA,coincident,1,-0.5180104410493521,39
WI,CA,coincident,1,-0.5179942605885174,39
OH,WV,coincident,1,-0.5178437728362842,39
IL,AR,coincident,1,-0.5177765709187173,39
RI,TN,coincident,1,-0.51761375412106,39
CO,CA,coincident,1,-0.517277982486964,39
PA,AZ,coincident,1,-0.5172743715028009,39
AL,MI,coincident,1,-0.5171214590939845,39
CO,FL,coincident,1,-0.5171093313013926,39
DE,KY,coincident,1,-0.517075428649408,39
RI,AZ,coincident,1,-0.5168799877958711,39
MD,MD,coincident,1,-0.5165533950897072,39
CO,WI,coincident,1,-0.5164865564010793,39
CO,ME,coincident,1,-0.5163969445938074,39
MO,ME,coincident,1,-0.5163239127683455,39
WI,RI,coincident,1,-0.5162185337221473,39
CO,NJ,coincident,1,-0.5160273127625498,39
PA,CA,coincident,1,-0.5159799380196595,39
IA,NJ,coincident,1,-0.5159265378190137,39
MI,WV,coincident,1,-0.5158240415338452,39
IL,ID,coincident,1,-0.5157805165309722,39
PA,MT,coincident,1,-0.5157279320186751,39
MA,AZ,coincident,1,-0.5156594078895438,39
KS,AZ,coincident,1,-0.5156525148714504,39
IA,AZ,coincident,1,-0.5155132345958942,39
AR,SD,coincident,1,-0.5154331372367544,39
NY,MD,coincident,1,-0.5150401301506617,39
MA,FL,coincident,1,-0.5148359449418382,39
WI,GA,coincident,1,-0.5147196552119669,39
KS,MT,coincident,1,-0.5144081354504814,39
SD,ME,coincident,1,-0.514359085554537,39
TX,MO,coincident,1,-0.5142821555835735,39
VA,AZ,coincident,1,-0.5141850373722255,39
NM,SD,coincident,1,-0.5141242273909776,39
PA,NJ,coincident,1,-0.5140642054572504,39
VA,RI,coincident,1,-0.5140202157896342,39
MT,GA,coincident,1,-0.5140063516193565,39
LA,ME,coincident,1,-0.5139763004706281,39
GA,NJ,coincident,1,-0.5139649812292955,39
LA,WV,coincident,1,-0.5136884624748458,39
UT,NC,coincident,1,-0.5136159351874495,39
SC,NC,coincident,1,-0.5134611748470795,39
OR,AZ,coincident,1,-0.5134176628469544,39
SD,NJ,coincident,1,-0.5130599525116717,39
NY,VA,coincident,1,-0.512727553252031,39
OH,OH,coincident,1,-0.5124604676547654,39
MN,NJ,coincident,1,-0.5123832781940124,39
NJ,PA,coincident,1,-0.5121606550850379,39
AR,NV,coincident,1,-0.5120160084335595,39
SD,AZ,coincident,1,-0.5119955262534144,39
UT,WI,coincident,1,-0.5119569709359426,39
MI,IN,coincident,1,-0.5118179870127354,39
CA,TN,coincident,1,-0.5116459193758873,39
OK,RI,coincident,1,-0.5115265855139138,39
MT,SD,coincident,1,-0.5115110931228609,39
TX,NC,coincident,1,-0.5112824861510006,39
TN,ME,coincident,1,-0.5111401808277167,39
GA,CA,coincident,1,-0.5109005535790482,39
TX,ME,coincident,1,-0.5106449956283012,39
CO,MD,coincident,1,-0.510589777041712,39
OH,NC,coincident,1,-0.5104231821019133,39
MN,FL,coincident,1,-0.5102572635750616,39
SD,RI,coincident,1,-0.5099687021761544,39
SC,OH,coincident,1,-0.5099433472329059,39
IA,MT,coincident,1,-0.5096403716560124,39
IN,ID,coincident,1,-0.5092913557747413,39
SD,MT,coincident,1,-0.5092799534799423,39
ME,CA,coincident,1,-0.5092214098963267,39
MN,AZ,coincident,1,-0.5091987963668865,39
MI,AR,coincident,1,-0.5091207691298931,39
IA,NH,coincident,1,-0.5091079609414251,39
NM,ID,coincident,1,-0.5087355182636418,39
OK,NJ,coincident,1,-0.5086480394424306,39
ID,NJ,coincident,1,-0.5086054290891201,39
NM,MT,coincident,1,-0.5084470684538634,39
IA,NV,coincident,1,-0.5084389821702832,39
AR,IA,coincident,1,-0.5084296942255222,39
MD,NV,coincident,1,-0.5080710593868311,39
GA,FL,coincident,1,-0.5080622403809473,39
FL,TN,coincident,1,-0.5079184882972646,39
PA,FL,coincident,1,-0.507801678207117,39
MD,SD,coincident,1,-0.5077802345024706,39
FL,WI,coincident,1,-0.5076242885199391,39
MI,ID,coincident,1,-0.5075759507475263,39
VT,TN,coincident,1,-0.5074886263418162,39
SD,GA,coincident,1,-0.5072667923363429,39
AL,AL,coincident,1,-0.5072346124825646,39
ME,VT,coincident,1,-0.5071876636044477,39
NJ,MO,coincident,1,-0.5071603143642723,39
DE,AR,coincident,1,-0.507136273287605,39
SD,CA,coincident,1,-0.5070566846346312,39
IL,IN,coincident,1,-0.5070013147408818,39
ND,NJ,coincident,1,-0.506538060882893,39
MT,FL,coincident,1,-0.5064076359400943,39
NJ,WI,coincident,1,-0.5063914096572752,39
OR,RI,coincident,1,-0.5063018446615125,39
WI,MD,coincident,1,-0.5063010021710742,39
NM,MO,coincident,1,-0.5062195719460518,39
IN,AR,coincident,1,-0.5060034549932605,39
MT,VA,coincident,1,-0.5059029208359649,39
NH,MO,coincident,1,-0.5058489110739589,39
TX,AZ,coincident,1,-0.5054370252024355,39
RI,RI,coincident,1,-0.505364917756741,39
IA,RI,coincident,1,-0.5053493532067062,39
NY,NE,coincident,1,-0.50528871703515,39
KS,RI,coincident,1,-0.5052423680627269,39
CA,MT,coincident,1,-0.505141270957167,39
KS,CA,coincident,1,-0.5047731129185463,39
AL,SC,coincident,1,-0.5046526715775249,39
VT,VT,coincident,1,-0.5044111509178293,39
VA,FL,coincident,1,-0.5043478515793601,39
FL,MT,coincident,1,-0.5043249550803357,39
NM,SC,coincident,1,-0.5042791600747067,39
UT,VT,coincident,1,-0.5042524860306418,39
LA,CA,coincident,1,-0.5042461013762372,39
TX,MT,coincident,1,-0.5042314706667853,39
IA,GA,coincident,1,-0.5039924716965775,39
MS,WV,coincident,1,-0.5039496690704454,39
NM,IA,coincident,1,-0.5037799745031943,39
MD,MN,coincident,1,-0.503390825905975,39
TN,FL,coincident,1,-0.5033806766411312,39
ND,RI,coincident,1,-0.5030708716612697,39
IN,WV,coincident,1,-0.5030383891983525,39
NJ,CA,coincident,1,-0.502865592375059,39
OK,NH,coincident,1,-0.502846908001654,39
VA,NH,coincident,1,-0.5028149564337345,39
NH,MT,coincident,1,-0.5026917381240023,39
ID,OK,coincident,1,-0.5026826309631505,39
NH,FL,coincident,1,-0.5024329538989893,39
FL,MO,coincident,1,-0.5023679164207568,39
KS,GA,coincident,1,-0.5023016237766025,39
MT,NY,coincident,1,-0.502293174539834,39
OK,MT,coincident,1,-0.5022843955345391,39
OK,CA,coincident,1,-0.502181555435562,39
LA,FL,coincident,1,-0.5021206508823647,39
SC,TN,coincident,1,-0.5020149220454146,39
MT,MA,coincident,1,-0.5020081576021691,39
CO,AZ,coincident,1,-0.5018663480492354,39
TX,WV,coincident,1,-0.5016129943608827,39
TX,PA,coincident,1,-0.5014806633245598,39
MS,NC,coincident,1,-0.5013509607657397,39
ID,ME,coincident,1,-0.5013413160927335,39
SC,VT,coincident,1,-0.5012317845113637,39
SD,OK,coincident,1,-0.5012080956576633,39
NJ,ME,coincident,1,-0.5011944798239637,39
FL,VT,coincident,1,-0.5009436779956065,39
MD,MA,coincident,1,-0.5008318756161158,39
ME,PA,coincident,1,-0.5007622225755375,39
WI,NV,coincident,1,-0.500740267080731,39
NC,NV,coincident,1,-0.5007371426346151,39
OK,GA,coincident,1,-0.5006918741077276,39
NC,GA,coincident,1,-0.5006598181887703,39
FL,PA,coincident,1,-0.5006065620978482,39
IN,IN,coincident,1,-0.5005512783917115,39
OR,CA,coincident,1,-0.5004528189085383,39
MA,RI,coincident,1,-0.5003925625802972,39
AR,NE,coincident,1,-0.5002856889437636,39
WY,AR,coincident,1,-0.5002777563242385,39
NJ,NJ,coincident,1,-0.5002547563639478,39
SD,NV,coincident,1,-0.5000953893482405,39
AR,NY,coincident,1,-0.4998862343741703,39
IA,OK,coincident,1,-0.49949574265484353,39
WY,AL,coincident,1,-0.4994761109386264,39
MA,CA,coincident,1,-0.4993053128637325,39
TX,SD,coincident,1,-0.4991424861495457,39
LA,VT,coincident,1,-0.4989485687204102,39
NY,SD,coincident,1,-0.4987761930734133,39
MT,MD,coincident,1,-0.49850779744615525,39
PA,RI,coincident,1,-0.49821699440525913,39
UT,MT,coincident,1,-0.49811413351132683,39
MN,RI,coincident,1,-0.49784892983903606,39
AR,MA,coincident,1,-0.49782993762789884,39
MA,GA,coincident,1,-0.4978123571233574,39
LA,NJ,coincident,1,-0.4976275165595878,39
ID,RI,coincident,1,-0.49753854762828903,39
CA,MO,coincident,1,-0.49727168375495656,39
OK,AZ,coincident,1,-0.4972701984347669,39
OK,MD,coincident,1,-0.4972480883465151,39
MN,CA,coincident,1,-0.49703286389717644,39
TN,AZ,coincident,1,-0.4969858697832183,39
MI,NC,coincident,1,-0.4969394378634798,39
NY,IL,coincident,1,-0.49674897744035457,39
NM,WA,coincident,1,-0.49662483939550733,39
DE,IN,coincident,1,-0.4965572238809453,39
RI,NJ,coincident,1,-0.49650524641440846,39
ND,CA,coincident,1,-0.49629339740472217,39
RI,NH,coincident,1,-0.49600578167820064,39
MO,FL,coincident,1,-0.4957908230750352,39
AZ,RI,coincident,1,-0.49530614547626783,39
NY,IA,coincident,1,-0.49517250867332874,39
TN,RI,coincident,1,-0.4950751324084499,39
ND,SD,coincident,1,-0.4950634782296257,39
ME,MO,coincident,1,-0.49476636012958874,39
OK,NV,coincident,1,-0.4940712144125853,39
AR,MD,coincident,1,-0.49404688246892964,39
NC,SD,coincident,1,-0.4939964500763248,39
LA,MT,coincident,1,-0.4939715276193112,39
NM,ME,coincident,1,-0.49346829090466526,39
PA,NH,coincident,1,-0.49333120031184596,39
VA,NJ,coincident,1,-0.4933298314345446,39
MI,OH,coincident,1,-0.4932888827857584,39
TX,CA,coincident,1,-0.4932123605800065,39
MT,NV,coincident,1,-0.49317875592130594,39
PA,GA,coincident,1,-0.49304268920214844,39
UT,MO,coincident,1,-0.49280955973841506,39
KS,NH,coincident,1,-0.4927750758767183,39
DE,MS,coincident,1,-0.4926618211476086,39
UT,PA,coincident,1,-0.4924750913685375,39
UT,TN,coincident,1,-0.49240954256463887,39
OR,MD,coincident,1,-0.4921238494144911,39
ID,NH,coincident,1,-0.4919683947356961,39
OR,NH,coincident,1,-0.49155194990403556,39
ID,GA,coincident,1,-0.4912712999324566,39
AZ,FL,coincident,1,-0.49121108057023777,39
MD,IL,coincident,1,-0.49107411190243855,39
NH,NJ,coincident,1,-0.49106603121883746,39
NC,VA,coincident,1,-0.4908550630709322,39
NY,CO,coincident,1,-0.4907721206569552,39
CO,GA,coincident,1,-0.4907236497234766,39
MO,RI,coincident,1,-0.4904015882488288,39
OH,VT,coincident,1,-0.4903702096149177,39
ND,NH,coincident,1,-0.4903164652424831,39
VT,PA,coincident,1,-0.4901321542461464,39
ID,AZ,coincident,1,-0.48971567321986836,39
RI,FL,coincident,1,-0.48958810779669776,39
SC,WI,coincident,1,-0.4895002438948858,39
CO,IA,coincident,1,-0.4890610465788073,39
VT,FL,coincident,1,-0.4890403735430626,39
NH,ME,coincident,1,-0.4889617790196511,39
SC,MT,coincident,1,-0.4888894637020994,39
NY,NY,coincident,1,-0.48873389156485075,39
ND,MD,coincident,1,-0.48872520707846523,39
OR,NV,coincident,1,-0.4885738156940709,39
MD,NE,coincident,1,-0.4884908816647009,39
TN,NJ,coincident,1,-0.4884513191593673,39
MO,AZ,coincident,1,-0.4884121992583535,39
OR,GA,coincident,1,-0.4884024538656857,39
NJ,NV,coincident,1,-0.48834231168250586,39
TN,NH,coincident,1,-0.488237812635959,39
AZ,AZ,coincident,1,-0.4880122050714869,39
MT,NE,coincident,1,-0.487839019218194,39
NJ,AZ,coincident,1,-0.4877492897359962,39
PA,MD,coincident,1,-0.48753806163862207,39
ND,FL,coincident,1,-0.4874707422002504,39
FL,ME,coincident,1,-0.48746216114561225,39
AR,MN,coincident,1,-0.48743180888745535,39
WY,MS,coincident,1,-0.487334451024448,39
IA,MD,coincident,1,-0.4873095227143453,39
OH,TN,coincident,1,-0.48703479784171344,39
MO,NJ,coincident,1,-0.4870099495512886,39
ID,CA,coincident,1,-0.48696425645983965,39
IL,WV,coincident,1,-0.48685245956653783,39
MI,VT,coincident,1,-0.4868095357654196,39
NM,CA,coincident,1,-0.48641058172096624,39
CA,ME,coincident,1,-0.4862323741521034,39
KS,NV,coincident,1,-0.4861975749574477,39
WI,NH,coincident,1,-0.4860541499206124,39
WI,VA,coincident,1,-0.4860508265137421,39
AZ,NH,coincident,1,-0.48600906814146605,39
IL,OH,coincident,1,-0.4859372594524782,39
MS,TN,coincident,1,-0.48571513729066634,39
AL,KY,coincident,1,-0.4856030583832459,39
OR,VA,coincident,1,-0.48557493997435697,39
SD,NH,coincident,1,-0.48555117960394517,39
LA,SD,coincident,1,-0.48543268128587863,39
UT,AZ,coincident,1,-0.48518871251441315,39
CA,VT,coincident,1,-0.485079406668374,39
RI,CA,coincident,1,-0.48505520526806833,39
AR,IL,coincident,1,-0.48498412026672866,39
AR,UT,coincident,1,-0.4849563498421656,39
KS,MD,coincident,1,-0.4848650649106548,39
MN,GA,coincident,1,-0.4848492124485566,39
IN,NC,coincident,1,-0.48472328402173853,39
IN,OH,coincident,1,-0.48469399448680617,39
CA,WI,coincident,1,-0.4845705678081208,39
MN,NH,coincident,1,-0.4845601575832995,39
RI,MT,coincident,1,-0.48432155954188727,39
MS,PA,coincident,1,-0.484300149683864,39
VT,MT,coincident,1,-0.4842333892542311,39
AZ,NJ,coincident,1,-0.48422290476732543,39
TX,NH,coincident,1,-0.48406926495813446,39
OR,NE,coincident,1,-0.48402800407279206,39
NM,NC,coincident,1,-0.48397110257692433,39
SD,MD,coincident,1,-0.48393250329992504,39
OR,IA,coincident,1,-0.4838939024546782,39
IA,VA,coincident,1,-0.48383944215454633,39
VA,CA,coincident,1,-0.4836930186483701,39
MS,WI,coincident,1,-0.4835292912586636,39
NJ,MD,coincident,1,-0.48352486267053385,39
VT,WI,coincident,1,-0.48330895406746754,39
SD,CO,coincident,1,-0.4831952595942141,39
UT,ME,coincident,1,-0.48311455125676694,39
OH,PA,coincident,1,-0.4830737126567427,39
NH,AZ,coincident,1,-0.48294809066378663,39
MS,VT,coincident,1,-0.4829455529985333,39
MA,NH,coincident,1,-0.4827244921500691,39
WI,OK,coincident,1,-0.4826104114004102,39
VT,MO,coincident,1,-0.48248694603026765,39
ME,WI,coincident,1,-0.48246277092027745,39
MT,MN,coincident,1,-0.4824191800092172,39
KS,VA,coincident,1,-0.4822841430609446,39
ID,NV,coincident,1,-0.4822320121434477,39
MA,NV,coincident,1,-0.48218525578741184,39
ME,NJ,coincident,1,-0.4819787422008544,39
CA,PA,coincident,1,-0.48179561026599343,39
NY,MA,coincident,1,-0.48178276362383987,39
MS,NH,coincident,1,-0.4812616473781949,39
NJ,GA,coincident,1,-0.48125460398242925,39
GA,VA,coincident,1,-0.48122852033523983,39
OK,IA,coincident,1,-0.4810943164169422,39
ME,AZ,coincident,1,-0.48093867891876335,39
MA,MD,coincident,1,-0.4808892377071607,39
IA,CO,coincident,1,-0.48086870093802847,39
ME,NV,coincident,1,-0.4804446178178356,39
GA,SD,coincident,1,-0.48031067198496663,39
GA,GA,coincident,1,-0.48026801869655233,39
SC,PA,coincident,1,-0.48025676385550325,39
ND,GA,coincident,1,-0.4796964557390444,39
TX,VT,coincident,1,-0.47958645024377505,39
MD,UT,coincident,1,-0.4794766029532628,39
MS,RI,coincident,1,-0.4791964363759369,39
MS,MO,coincident,1,-0.4790467145839206,39
SC,MO,coincident,1,-0.47904397409860616,39
NC,OK,coincident,1,-0.47880752162785195,39
NJ,RI,coincident,1,-0.4787068895507533,39
ME,ME,coincident,1,-0.47860817987546067,39
OH,WI,coincident,1,-0.47848940677546853,39
MA,OK,coincident,1,-0.47846891346967335,39
TX,RI,coincident,1,-0.4784117977491239,39
CO,NV,coincident,1,-0.4783945231019424,39
ME,MT,coincident,1,-0.47824880184342344,39
AL,MS,coincident,1,-0.47823936002273504,39
CO,IL,coincident,1,-0.47799302271949295,39
IL,NC,coincident,1,-0.4779551668521569,39
VA,NV,coincident,1,-0.477921856003973,39
ID,VA,coincident,1,-0.4777824038464878,39
SD,VA,coincident,1,-0.47776034836703524,39
NY,MN,coincident,1,-0.47764964338577715,39
ME,NH,coincident,1,-0.47754338306796923,39
MO,CA,coincident,1,-0.4773965583286942,39
OK,VA,coincident,1,-0.4773955262887029,39
FL,AZ,coincident,1,-0.47738803349517567,39
MN,MD,coincident,1,-0.4773151204931722,39
OR,IL,coincident,1,-0.4771483582753887,39
PA,NV,coincident,1,-0.4770568640478141,39
TN,NV,coincident,1,-0.4769056061776016,39
MD,NY,coincident,1,-0.4766200790102634,39
NH,GA,coincident,1,-0.4764267420441306,39
NC,NE,coincident,1,-0.47581564554615813,39
NM,WI,coincident,1,-0.47574795535888137,39
DE,ID,coincident,1,-0.4756259119862962,39
OK,SD,coincident,1,-0.4755261401731361,39
NY,OK,coincident,1,-0.4753749135467919,39
NH,CA,coincident,1,-0.47514320917428166,39
TX,IA,coincident,1,-0.47480434606308486,39
AZ,CA,coincident,1,-0.47473765606013374,39
LA,GA,coincident,1,-0.474723224474004,39
AL,WV,coincident,1,-0.4746895637137959,39
CO,VA,coincident,1,-0.47451839494128517,39
WI,IL,coincident,1,-0.474447559246257,39
MN,NV,coincident,1,-0.47420017143615556,39
MT,UT,coincident,1,-0.4737805927186372,39
WY,ID,coincident,1,-0.4737565056877423,39
DE,NC,coincident,1,-0.4730621302606598,39
ME,GA,coincident,1,-0.47305658733056427,39
DE,OH,coincident,1,-0.47268433144326355,39
MD,TX,coincident,1,-0.47263701363291216,39
MO,NH,coincident,1,-0.4722650190577859,39
AL,WA,coincident,1,-0.4722414820375694,39
GA,NY,coincident,1,-0.4721155472718192,39
NM,NE,coincident,1,-0.47208097470038973,39
NY,TX,coincident,1,-0.4720130823225088,39
AZ,SD,coincident,1,-0.47197587392840123,39
IA,IL,coincident,1,-0.47187960177949206,39
CO,RI,coincident,1,-0.47187062339396113,39
WY,SC,coincident,1,-0.4718435390932254,39
NC,NY,coincident,1,-0.4718157643435489,39
NH,RI,coincident,1,-0.47180126069280515,39
GA,NV,coincident,1,-0.47171954835150454,39
MD,OK,coincident,1,-0.4713549414875451,39
PA,VA,coincident,1,-0.4713283912625566,39
ME,RI,coincident,1,-0.4712671871075938,39
ND,NE,coincident,1,-0.4711048693738839,39
NC,IL,coincident,1,-0.47104348174549704,39
MO,SD,coincident,1,-0.4707682410659527,39
ID,MD,coincident,1,-0.47072637841763704,39
WI,CO,coincident,1,-0.47051746426930663,39
AR,CO,coincident,1,-0.47037389797487306,39
RI,GA,coincident,1,-0.4702724656234874,39
OK,NE,coincident,1,-0.46952439885146086,39
VA,GA,coincident,1,-0.46943820815980775,39
MS,CA,coincident,1,-0.4692379489362461,39
NJ,NH,coincident,1,-0.469144177451043,39
ID,CO,coincident,1,-0.46913462042171755,39
DE,WV,coincident,1,-0.469126204754599,39
CA,CA,coincident,1,-0.46902787599246176,39
WI,NY,coincident,1,-0.4687050277511466,39
MA,VA,coincident,1,-0.46862099238498794,39
ND,IA,coincident,1,-0.4684942433704497,39
WI,SD,coincident,1,-0.46847918304770036,39
AZ,NV,coincident,1,-0.4684775565954463,39
OR,OK,coincident,1,-0.4684140991179187,39
MN,OK,coincident,1,-0.46838480357721696,39
ID,IL,coincident,1,-0.46813053683542344,39
MN,VA,coincident,1,-0.46791305839490194,39
CA,AZ,coincident,1,-0.4677276489874376,39
MI,PA,coincident,1,-0.46767033528555696,39
NC,MD,coincident,1,-0.4676340403103367,39
NJ,IL,coincident,1,-0.46739714440131264,39
WI,NE,coincident,1,-0.46737192908153674,39
WI,MN,coincident,1,-0.4672826922529834,39
MS,ME,coincident,1,-0.4672599139064795,39
KS,NY,coincident,1,-0.46717757314858027,39
OH,MO,coincident,1,-0.46712791261334724,39
FL,FL,coincident,1,-0.46711783243137045,39
TN,CA,coincident,1,-0.46679703682289897,39
SC,AZ,coincident,1,-0.46648459978467643,39
NH,NV,coincident,1,-0.46611748940252523,39
CO,NH,coincident,1,-0.46607745735754075,39
MS,AZ,coincident,1,-0.4659794739591461,39
OH,FL,coincident,1,-0.4659239417243248,39
TN,SD,coincident,1,-0.46577699499262165,39
SD,NY,coincident,1,-0.46575989181315935,39
PA,IA,coincident,1,-0.4656268777655206,39
FL,RI,coincident,1,-0.46552466398333003,39
OR,CO,coincident,1,-0.46534059725200677,39
SD,IL,coincident,1,-0.46513647715357026,39
OR,SD,coincident,1,-0.46511984274677837,39
NY,KS,coincident,1,-0.4650478141823708,39
MT,IL,coincident,1,-0.46486761675006777,39
PA,SD,coincident,1,-0.46483275016603726,39
MS,FL,coincident,1,-0.46475834190543935,39
MT,OK,coincident,1,-0.4647141156102213,39
SD,KS,coincident,1,-0.4645865394960422,39
MT,KS,coincident,1,-0.4645655279816707,39
MT,TX,coincident,1,-0.4645323249552751,39
IL,TN,coincident,1,-0.46446679957643944,39
NY,UT,coincident,1,-0.46443944016094363,39
NJ,VA,coincident,1,-0.4639281232108722,39
NJ,CO,coincident,1,-0.463826461846929,39
NC,CO,coincident,1,-0.46378215806601053,39
ND,VA,coincident,1,-0.4635954074297317,39
NM,AZ,coincident,1,-0.4634670436339923,39
IN,VT,coincident,1,-0.4634585470025656,39
MN,SD,coincident,1,-0.4632436422463013,39
AR,TX,coincident,1,-0.46314371900960444,39
WI,DE,coincident,1,-0.4630766988590631,39
IA,TX,coincident,1,-0.46286384730811714,39
AZ,OK,coincident,1,-0.4625433294445736,39
MI,TN,coincident,1,-0.46250995058956085,39
TX,NJ,coincident,1,-0.46224528268218196,39
AR,DE,coincident,1,-0.46198638324029484,39
FL,NJ,coincident,1,-0.4615366367708388,39
ID,NY,coincident,1,-0.46151697174035367,39
IN,WI,coincident,1,-0.46126952289196155,39
MD,CO,coincident,1,-0.46126686050399446,39
NY,OR,coincident,1,-0.4612545153263123,39
MI,FL,coincident,1,-0.4610771056131186,39
TN,GA,coincident,1,-0.46107539867106295,39
FL,CA,coincident,1,-0.4608529228707808,39
MO,NV,coincident,1,-0.46076075931376553,39
GA,NE,coincident,1,-0.4607198949529925,39
VT,ME,coincident,1,-0.46070846446287833,39
MT,IA,coincident,1,-0.46069752184142276,39
VA,SD,coincident,1,-0.4605208182052957,39
GA,OK,coincident,1,-0.4604985892966385,39
NM,VT,coincident,1,-0.4603308811731985,39
MA,NY,coincident,1,-0.46018500852859745,39
TN,KS,coincident,1,-0.4601756213666659,39
IA,MA,coincident,1,-0.46017546597671694,39
WI,KS,coincident,1,-0.4601179944503299,39
WI,TX,coincident,1,-0.4600890457607457,39
NH,MD,coincident,1,-0.4600032476991205,39
MI,WI,coincident,1,-0.4599355384836345,39
CA,FL,coincident,1,-0.45989626401779216,39
IN,PA,coincident,1,-0.45967461335127474,39
NC,MA,coincident,1,-0.45959878059965215,39
OR,TX,coincident,1,-0.45947620749642565,39
MN,NY,coincident,1,-0.4594515166014319,39
SC,NJ,coincident,1,-0.459444723616641,39
IL,WI,coincident,1,-0.4593132728292495,39
WY,KY,coincident,1,-0.45929629559018365,39
NH,OK,coincident,1,-0.45921099430277196,39
KS,CO,coincident,1,-0.4591907571969566,39
AZ,GA,coincident,1,-0.45905416825732304,39
MN,CO,coincident,1,-0.4590512741063948,39
KS,OK,coincident,1,-0.45874920857175355,39
VA,NE,coincident,1,-0.4587371448588553,39
GA,MA,coincident,1,-0.458641526956095,39
RI,NV,coincident,1,-0.45862841481714056,39
NJ,OK,coincident,1,-0.45806363178746706,39
IA,NY,coincident,1,-0.45784437422267454,39
VT,NJ,coincident,1,-0.4577985755560358,39
LA,VA,coincident,1,-0.45737547166325426,39
CO,CO,coincident,1,-0.4573461583074558,39
OR,MN,coincident,1,-0.457248967553672,39
MO,OK,coincident,1,-0.4572420242805363,39
WY,IN,coincident,1,-0.4572227554991285,39
RI,NY,coincident,1,-0.4571496255564634,39
MO,VA,coincident,1,-0.4569703636486337,39
