source_state,target_state,indicator,lead_quarters,correlation,observations
WY,FL,coincident,1,-0.37003092143572336,39
NY,LA,coincident,1,-0.36988312435298076,39
DE,NY,coincident,1,-0.3697716166696957,39
UT,CO,coincident,1,-0.3697493401447666,39
NM,CO,coincident,1,-0.3693322796988752,39
IL,IA,coincident,1,-0.3692593532559817,39
MS,KS,coincident,1,-0.36772571870320747,39
IN,TX,coincident,1,-0.3676625709717802,39
DE,MD,coincident,1,-0.3668599190811053,39
IN,CO,coincident,1,-0.36674240576796435,39
FL,OR,coincident,1,-0.36666560335406717,39
MI,MN,coincident,1,-0.36664371715997646,39
WV,IN,coincident,1,-0.36635813034367104,39
MI,NE,coincident,1,-0.3663362230586844,39
ME,NM,coincident,1,-0.3655235660875487,39
OH,OR,coincident,1,-0.3655078875090143,39
AZ,NM,coincident,1,-0.3652674019935608,39
IL,IL,coincident,1,-0.36523125359855163,39
OH,DE,coincident,1,-0.36446401498309927,39
TN,UT,coincident,1,-0.36441599821845067,39
OH,TX,coincident,1,-0.3641401082380603,39
DE,IL,coincident,1,-0.36346833064913764,39
NM,NY,coincident,1,-0.3632239086939986,39
DE,CO,coincident,1,-0.36281518363923426,39
AL,AZ,coincident,1,-0.3626263032848942,39
IL,NY,coincident,1,-0.362502977306411,39
DE,VA,coincident,1,-0.36239068463229895,39
WA,WV,coincident,1,-0.36189606631305643,39
IN,NE,coincident,1,-0.3618731747538452,39
CA,KS,coincident,1,-0.3617422738858276,39
WA,IN,coincident,1,-0.3614187838663615,39
WY,RI,coincident,1,-0.36137045207527185,39
UT,IA,coincident,1,-0.36051973842499463,39
DE,DE,coincident,1,-0.36013156283564113,39
PA,NM,coincident,1,-0.35962175932537266,39
IN,IL,coincident,1,-0.3594253390258997,39
NJ,LA,coincident,1,-0.359193435798765,39
AL,NV,coincident,1,-0.3591622368686142,39
MS,DE,coincident,1,-0.35907596723148844,39
CA,DE,coincident,1,-0.35891511019218003,39
CO,LA,coincident,1,-0.35803870072182625,39
IN,MN,coincident,1,-0.3577188917196442,39
AL,SD,coincident,1,-0.35759018900118683,39
AL,GA,coincident,1,-0.3574424350269421,39
AR,LA,coincident,1,-0.35715220196288483,39
MI,NM,coincident,1,-0.35641806848634494,39
VT,UT,coincident,1,-0.3562906237136875,39
ID,LA,coincident,1,-0.35602337133625456,39
MI,OR,coincident,1,-0.3558274928784105,39
WY,IA,coincident,1,-0.3557724748760672,39
AL,DE,coincident,1,-0.3552889086287906,39
NC,LA,coincident,1,-0.3550121883658275,39
UT,OR,coincident,1,-0.3544729068497627,39
NM,TX,coincident,1,-0.3543786755583477,39
MS,OR,coincident,1,-0.35388503980552355,39
WV,VT,coincident,1,-0.3538036159090155,39
MI,MA,coincident,1,-0.3533083942299779,39
WI,LA,coincident,1,-0.3532373490177611,39
ND,DE,coincident,1,-0.35245549025006434,39
WY,NJ,coincident,1,-0.35211424088338106,39
OK,NM,coincident,1,-0.3515147539007318,39
WY,MD,coincident,1,-0.35125858637247226,39
VA,NM,coincident,1,-0.35069706634739056,39
OR,LA,coincident,1,-0.35026156109430884,39
WV,NC,coincident,1,-0.3498413395872175,39
IL,CO,coincident,1,-0.3494359158311567,39
SD,LA,coincident,1,-0.34916643113280327,39
UT,NM,coincident,1,-0.34909587899964184,39
SC,OR,coincident,1,-0.34822133565436497,39
MI,IA,coincident,1,-0.34807473394861366,39
DE,MN,coincident,1,-0.3472771345658527,39
IL,TX,coincident,1,-0.3472025108173721,39
IL,MN,coincident,1,-0.34710487892507635,39
IL,DE,coincident,1,-0.347094359290209,39
OH,UT,coincident,1,-0.34688697514883654,39
WV,ID,coincident,1,-0.34598287683334905,39
CA,NM,coincident,1,-0.34554722799055876,39
WY,GA,coincident,1,-0.3453253187446601,39
AL,OK,coincident,1,-0.3450830771116071,39
IL,KS,coincident,1,-0.34288006827875056,39
WY,MT,coincident,1,-0.34270136713458715,39
DE,IA,coincident,1,-0.34254915737170893,39
WY,CA,coincident,1,-0.3424791592969735,39
IN,MA,coincident,1,-0.3423410308346989,39
IL,MA,coincident,1,-0.34221194819528294,39
LA,DE,coincident,1,-0.34162032611160686,39
DE,MA,coincident,1,-0.3403460090928845,39
WV,WI,coincident,1,-0.3401474367551846,39
WV,PA,coincident,1,-0.3393998784830619,39
VT,NM,coincident,1,-0.33795941179224603,39
WA,OH,coincident,1,-0.3377276324609279,39
WY,MN,coincident,1,-0.33764430304612675,39
AL,MD,coincident,1,-0.33746067226520315,39
DE,TX,coincident,1,-0.3373604726606406,39
WV,ME,coincident,1,-0.3372055295995145,39
MT,DC,coincident,1,-0.33694287426424463,39
UT,UT,coincident,1,-0.3367664871950326,39
IN,NM,coincident,1,-0.3365044774216083,39
WV,OH,coincident,1,-0.3357841387802945,39
AL,CA,coincident,1,-0.3355712538273841,39
NM,OK,coincident,1,-0.33528909232231485,39
AL,NY,coincident,1,-0.3320694856954373,39
IN,OR,coincident,1,-0.33187084303234626,39
IN,IA,coincident,1,-0.3318075336612192,39
MO,LA,coincident,1,-0.33156646510440657,39
SC,NM,coincident,1,-0.33117872815851057,39
IL,UT,coincident,1,-0.33115383567199796,39
ND,NM,coincident,1,-0.3303391415091612,39
GA,LA,coincident,1,-0.3303171878128179,39
SC,UT,coincident,1,-0.3289357819845818,39
FL,NM,coincident,1,-0.3284407779628128,39
NY,DC,coincident,1,-0.32786149654133473,39
IL,OR,coincident,1,-0.32783932033462676,39
OK,LA,coincident,1,-0.3277676276222942,39
KS,LA,coincident,1,-0.3276435358204833,39
WY,NE,coincident,1,-0.3267926359239833,39
MI,UT,coincident,1,-0.3264812236172077,39
MA,LA,coincident,1,-0.3263902473108318,39
WV,RI,coincident,1,-0.32626878204091014,39
WA,NC,coincident,1,-0.32551531590041094,39
WY,NV,coincident,1,-0.32451710811504775,39
MT,LA,coincident,1,-0.32401700301663294,39
AL,VA,coincident,1,-0.3232887078102148,39
WA,MT,coincident,1,-0.32186703945687184,39
NE,WA,coincident,1,-0.3213015188059581,39
AR,DC,coincident,1,-0.3211322331637772,39
WY,OR,coincident,1,-0.3210928027728266,39
MS,NM,coincident,1,-0.32069879183500427,39
NM,KS,coincident,1,-0.31957817321896453,39
WV,KS,coincident,1,-0.3190407036432598,39
PA,LA,coincident,1,-0.318809165958547,39
MN,LA,coincident,1,-0.3184140774179177,39
IN,UT,coincident,1,-0.3180767415882357,39
NH,LA,coincident,1,-0.31742737593368564,39
VT,LA,coincident,1,-0.3165241403548531,39
WA,WI,coincident,1,-0.3164326745064228,39
DE,OR,coincident,1,-0.3162679515695523,39
WY,NY,coincident,1,-0.31617643847089066,39
MD,DC,coincident,1,-0.3154407776778238,39
AZ,LA,coincident,1,-0.3153162159345141,39
WV,TN,coincident,1,-0.3148165457705926,39
AL,MN,coincident,1,-0.31466641910767457,39
ME,DC,coincident,1,-0.3138933904538011,39
WY,VA,coincident,1,-0.3129400302708585,39
CA,LA,coincident,1,-0.31146346323295265,39
WA,TN,coincident,1,-0.3103628949558425,39
WY,MA,coincident,1,-0.3097383777192392,39
AL,IL,coincident,1,-0.30928538632038977,39
WV,FL,coincident,1,-0.30922866347493255,39
TN,LA,coincident,1,-0.3089287119565667,39
OH,NM,coincident,1,-0.3082970787864043,39
WV,MO,coincident,1,-0.3081227028775797,39
AL,NE,coincident,1,-0.3073171596492534,39
VA,LA,coincident,1,-0.30643326114951536,39
RI,LA,coincident,1,-0.30625446302738935,39
WV,NH,coincident,1,-0.3055832632822491,39
LA,LA,coincident,1,-0.30556009135826573,39
WA,PA,coincident,1,-0.3032293688135527,39
AL,CO,coincident,1,-0.30241779175758654,39
LA,NM,coincident,1,-0.301848076123127,39
WV,MT,coincident,1,-0.3006047616403476,39
WA,MO,coincident,1,-0.2984768531930052,39
WV,OK,coincident,1,-0.298437265214552,39
WV,NJ,coincident,1,-0.2981088851619334,39
IA,DC,coincident,1,-0.2979640339667417,39
NC,DC,coincident,1,-0.2964387109756637,39
DE,UT,coincident,1,-0.29592116710355465,39
GA,DC,coincident,1,-0.2956904630074805,39
MS,LA,coincident,1,-0.29539525675655215,39
NE,SC,coincident,1,-0.29533802444396207,39
ND,LA,coincident,1,-0.2949281904042961,39
WV,DE,coincident,1,-0.29461632901378254,39
IL,NM,coincident,1,-0.2907541081665394,39
RI,DC,coincident,1,-0.2901157683870989,39
AL,MA,coincident,1,-0.28981625516821063,39
MI,LA,coincident,1,-0.2897767651800526,39
WA,VT,coincident,1,-0.28972384303547716,39
AL,IA,coincident,1,-0.28921163285332707,39
AL,TX,coincident,1,-0.2891880507053258,39
TX,LA,coincident,1,-0.28905593630277476,39
NE,AL,coincident,1,-0.2887982583449423,39
TX,DE,coincident,1,-0.28867497437579337,39
WY,IL,coincident,1,-0.28656184120571226,39
WV,GA,coincident,1,-0.28598841604190867,39
NM,LA,coincident,1,-0.2839201061897923,39
NJ,DC,coincident,1,-0.2836030123010772,39
SD,DC,coincident,1,-0.2831663742861079,39
NE,AR,coincident,1,-0.2824603277424329,39
TX,DC,coincident,1,-0.28179094996877985,39
FL,LA,coincident,1,-0.2817895750225729,39
WV,MD,coincident,1,-0.28161793455165346,39
WI,DC,coincident,1,-0.2811026285691027,39
DE,NM,coincident,1,-0.28080648279068476,39
WV,SD,coincident,1,-0.28071399933661484,39
OH,LA,coincident,1,-0.2791447874671749,39
NE,MI,coincident,1,-0.2777645069571362,39
WA,FL,coincident,1,-0.2777575919996246,39
WV,NV,coincident,1,-0.2771422990435719,39
AL,NM,coincident,1,-0.2770545437889553,39
WV,CA,coincident,1,-0.2769725563862729,39
TN,DC,coincident,1,-0.2763790459350585,39
WA,SD,coincident,1,-0.27500677818298164,39
WA,RI,coincident,1,-0.27440893541480604,39
WY,UT,coincident,1,-0.2740981756730252,39
CO,DC,coincident,1,-0.27391509752946797,39
AL,OR,coincident,1,-0.27249812268682827,39
KS,DC,coincident,1,-0.27221774585185005,39
WA,AZ,coincident,1,-0.27157186879337974,39
WA,ME,coincident,1,-0.27092478155973326,39
WY,CO,coincident,1,-0.2707380368769981,39
WA,NH,coincident,1,-0.27045723171966096,39
MA,DC,coincident,1,-0.2702951981668514,39
ND,DC,coincident,1,-0.2688851833678497,39
WA,IA,coincident,1,-0.26760070350899645,39
WV,CO,coincident,1,-0.2675379308480137,39
PA,DC,coincident,1,-0.2673456735413989,39
WA,MD,coincident,1,-0.2666014613340023,39
WA,OK,coincident,1,-0.26643480935263636,39
LA,DC,coincident,1,-0.2660797255582369,39
TX,NM,coincident,1,-0.26526404646973767,39
VA,DC,coincident,1,-0.2651530067478887,39
WY,OK,coincident,1,-0.26503902913026645,39
WV,NY,coincident,1,-0.2648306422950561,39
UT,LA,coincident,1,-0.2647330014884501,39
WA,CA,coincident,1,-0.26470296340735006,39
SC,LA,coincident,1,-0.2646739475545376,39
IN,LA,coincident,1,-0.2641985015656272,39
MN,DC,coincident,1,-0.2632634256617697,39
NE,KY,coincident,1,-0.2630226804225123,39
WV,VA,coincident,1,-0.26128023381953175,39
WV,AZ,coincident,1,-0.25930675312589246,39
NM,DC,coincident,1,-0.25867681220139815,39
WA,NJ,coincident,1,-0.25824286981121536,39
WA,NE,coincident,1,-0.2562677585161067,39
OR,DC,coincident,1,-0.2541814434358857,39
MS,DC,coincident,1,-0.25345761717026033,39
IA,ND,coincident,1,-0.2511567070367801,39
SD,ND,coincident,1,-0.2510165333705305,39
WV,IL,coincident,1,-0.2503764110499069,39
WA,GA,coincident,1,-0.2501917788418871,39
MO,DC,coincident,1,-0.2500525633574452,39
AZ,DC,coincident,1,-0.24965954164300824,39
DE,LA,coincident,1,-0.24923730233208366,39
ID,DC,coincident,1,-0.24836544091218662,39
IL,LA,coincident,1,-0.24825893364567408,39
WV,NE,coincident,1,-0.2480602677375265,39
NE,ID,coincident,1,-0.24800514570227639,39
OK,DC,coincident,1,-0.2477838156855761,39
NM,NM,coincident,1,-0.24526420226262674,39
NE,MS,coincident,1,-0.24484231391607594,39
NJ,ND,coincident,1,-0.2435117661202921,39
NJ,WY,coincident,1,-0.24334309638995896,39
CO,ND,coincident,1,-0.24263483828948001,39
OR,ND,coincident,1,-0.24245331430741263,39
NH,DC,coincident,1,-0.24113106446935428,39
WY,TX,coincident,1,-0.24098706940895506,39
WI,ND,coincident,1,-0.240878732808774,39
MO,ND,coincident,1,-0.24043226448014252,39
NE,WV,coincident,1,-0.23945370729914392,39
NY,ND,coincident,1,-0.23919162765365948,39
MD,ND,coincident,1,-0.2390557334333161,39
AZ,ND,coincident,1,-0.23817384962644705,39
MA,ND,coincident,1,-0.2380581327681878,39
CA,DC,coincident,1,-0.23793455182366557,39
IA,WY,coincident,1,-0.23634902386748569,39
NM,DE,coincident,1,-0.23608681158197306,39
UT,DC,coincident,1,-0.23528416497279078,39
NH,ND,coincident,1,-0.23502805166952634,39
WV,MA,coincident,1,-0.2340367246184107,39
WV,MN,coincident,1,-0.2325764867595232,39
AL,UT,coincident,1,-0.23164215640413122,39
ID,ND,coincident,1,-0.23124881286681767,39
FL,DC,coincident,1,-0.23028229298896538,39
WA,DE,coincident,1,-0.230172097708899,39
WV,NM,coincident,1,-0.2301418699794705,39
ID,WY,coincident,1,-0.23013220700355527,39
WV,IA,coincident,1,-0.22921373209982251,39
WI,WY,coincident,1,-0.22905583536875823,39
ME,WY,coincident,1,-0.22822855886658056,39
ME,ND,coincident,1,-0.22589399566786522,39
NE,IN,coincident,1,-0.22569379758532074,39
CO,WY,coincident,1,-0.22407585039186967,39
TN,ND,coincident,1,-0.2236251523969354,39
WA,VA,coincident,1,-0.2221080764990111,39
NV,WA,coincident,1,-0.22012305276175131,39
VT,DC,coincident,1,-0.22000106315007514,39
WA,NV,coincident,1,-0.21971647202519953,39
WA,TX,coincident,1,-0.21926838787849845,39
OH,DC,coincident,1,-0.2191972217188689,39
WV,TX,coincident,1,-0.21640166770892239,39
NE,NC,coincident,1,-0.21362083786101654,39
KS,ND,coincident,1,-0.21299444927576291,39
MT,ND,coincident,1,-0.21295214790576303,39
SD,WY,coincident,1,-0.21258879106240144,39
WV,OR,coincident,1,-0.2123047638136368,39
DE,DC,coincident,1,-0.21219358712164627,39
MA,WY,coincident,1,-0.21136689153994098,39
MN,ND,coincident,1,-0.21131074650111614,39
WA,IL,coincident,1,-0.2109129853524571,39
CA,ND,coincident,1,-0.21061412956346143,39
WA,MN,coincident,1,-0.2102602060175932,39
NV,AL,coincident,1,-0.20805812063606044,39
GA,ND,coincident,1,-0.20795497767996704,39
NE,OH,coincident,1,-0.20630368086977996,39
KY,WA,coincident,1,-0.20618755328925936,39
AR,ND,coincident,1,-0.20595039827539524,39
WA,UT,coincident,1,-0.20525702958058906,39
NV,MI,coincident,1,-0.20524662729048423,39
NY,WY,coincident,1,-0.2050855521568248,39
NV,SC,coincident,1,-0.20506241225709937,39
VT,ND,coincident,1,-0.2044999193995925,39
NH,WY,coincident,1,-0.20176371261028567,39
WA,NY,coincident,1,-0.2013704076029375,39
WA,CO,coincident,1,-0.20082829977270272,39
MO,WY,coincident,1,-0.19814664411820576,39
IN,DC,coincident,1,-0.19765971512827504,39
MI,ND,coincident,1,-0.19713650264342203,39
MN,WY,coincident,1,-0.19651408153586658,39
MI,DC,coincident,1,-0.19594580516534213,39
VT,WY,coincident,1,-0.19521305713000314,39
SC,DC,coincident,1,-0.19513142529507102,39
OR,WY,coincident,1,-0.1951204541402304,39
KY,AL,coincident,1,-0.19153018177255737,39
WY,DC,coincident,1,-0.19059574052494527,39
NV,WV,coincident,1,-0.19019231622676883,39
VA,ND,coincident,1,-0.1897977472631375,39
NV,KY,coincident,1,-0.18931843683083208,39
NC,ND,coincident,1,-0.18928397287017415,39
MS,ND,coincident,1,-0.1889218701385764,39
PA,ND,coincident,1,-0.1883590683272351,39
NE,MT,coincident,1,-0.18800606094471004,39
NE,WI,coincident,1,-0.18772711030665254,39
WY,DE,coincident,1,-0.1875781671309022,39
WA,MA,coincident,1,-0.18705439773344867,39
KY,OK,coincident,1,-0.18638539794869288,39
UT,ND,coincident,1,-0.18586260437273297,39
AL,LA,coincident,1,-0.18551079118578942,39
NE,PA,coincident,1,-0.18458739287998369,39
NE,FL,coincident,1,-0.18449991970756635,39
KY,WV,coincident,1,-0.18372529365008475,39
IN,ND,coincident,1,-0.18291153310039587,39
WA,KS,coincident,1,-0.18215234058471774,39
NE,OK,coincident,1,-0.1810263800965369,39
RI,ND,coincident,1,-0.1798970591747897,39
NE,VT,coincident,1,-0.17702283453228898,39
WA,OR,coincident,1,-0.17461148369768326,39
FL,ND,coincident,1,-0.17460862849750297,39
NE,DE,coincident,1,-0.1741850002695784,39
MI,WY,coincident,1,-0.17415634999259388,39
KY,MS,coincident,1,-0.17363467785917952,39
IL,DC,coincident,1,-0.1735592191590483,39
NV,MS,coincident,1,-0.17121185815226636,39
TN,WY,coincident,1,-0.1709950916569137,39
AZ,WY,coincident,1,-0.17079349951709838,39
NC,WY,coincident,1,-0.1701178973444474,39
KS,WY,coincident,1,-0.1690673045714535,39
NV,ID,coincident,1,-0.16843529889515296,39
WV,UT,coincident,1,-0.1682144896927136,39
NE,TN,coincident,1,-0.16675985752657616,39
KY,SC,coincident,1,-0.16602154074594064,39
WY,NM,coincident,1,-0.1658635127868775,39
CA,WY,coincident,1,-0.1633042345039145,39
NE,NH,coincident,1,-0.16133609369430854,39
WA,NM,coincident,1,-0.16119248679416265,39
AL,DC,coincident,1,-0.16091161546218627,39
NE,RI,coincident,1,-0.16089858734916956,39
UT,WY,coincident,1,-0.16065101827276673,39
SC,ND,coincident,1,-0.15943697878778926,39
OH,ND,coincident,1,-0.15747939238207492,39
OK,ND,coincident,1,-0.15736782280972797,39
KY,KY,coincident,1,-0.15647456128263518,39
NE,SD,coincident,1,-0.1543269568250527,39
PA,WY,coincident,1,-0.1542674727475498,39
KY,AR,coincident,1,-0.1536459211121969,39
GA,WY,coincident,1,-0.15274854812003738,39
NV,AR,coincident,1,-0.1520636777059794,39
MD,WY,coincident,1,-0.1506743631981368,39
NE,GA,coincident,1,-0.15032812827407696,39
AR,WY,coincident,1,-0.1485724477930799,39
WY,LA,coincident,1,-0.14832298519316864,39
NE,MO,coincident,1,-0.1482404288540433,39
NE,MD,coincident,1,-0.14753886413476824,39
IN,WY,coincident,1,-0.14546403233438976,39
NE,AZ,coincident,1,-0.1451029974757197,39
NE,CA,coincident,1,-0.14487661534592292,39
FL,WY,coincident,1,-0.144596673995157,39
MT,WY,coincident,1,-0.14105752858740217,39
SC,WY,coincident,1,-0.13895913632057022,39
NV,MT,coincident,1,-0.1378208002006831,39
NE,ME,coincident,1,-0.13691231422920497,39
NE,IA,coincident,1,-0.1358972665453478,39
VA,WY,coincident,1,-0.13555925455286305,39
DE,ND,coincident,1,-0.13198075256195888,39
OH,WY,coincident,1,-0.1295031103414227,39
ND,ND,coincident,1,-0.12942682437208256,39
NV,IN,coincident,1,-0.1287290700023227,39
RI,WY,coincident,1,-0.12825033985008144,39
OK,WY,coincident,1,-0.12822548474430978,39
IL,ND,coincident,1,-0.12763382043680727,39
KY,OH,coincident,1,-0.12737484999555315,39
NE,NJ,coincident,1,-0.1265693835830218,39
NV,OK,coincident,1,-0.1261586308955568,39
NV,DE,coincident,1,-0.12576226331558496,39
NE,CO,coincident,1,-0.12565118479142437,39
DE,WY,coincident,1,-0.12324405105863999,39
WV,LA,coincident,1,-0.12309292275899578,39
NV,DC,coincident,1,0.1223724136740885,39
NE,NV,coincident,1,-0.12192480017862219,39
WA,LA,coincident,1,-0.12101043137701603,39
KY,NM,coincident,1,-0.12059079356093792,39
KY,NC,coincident,1,-0.12011495845999286,39
NE,NE,coincident,1,-0.11952775864205041,39
NV,NC,coincident,1,-0.1182281613680947,39
AL,ND,coincident,1,-0.11814994937517842,39
NV,WI,coincident,1,-0.11738087223216397,39
NM,ND,coincident,1,-0.11665288701854123,39
NE,NY,coincident,1,-0.11640052084328555,39
NE,KS,coincident,1,-0.11593754502779985,39
KY,MI,coincident,1,-0.11465163313795354,39
NV,OH,coincident,1,-0.11444197864099206,39
TX,ND,coincident,1,-0.1128611550017751,39
NV,VT,coincident,1,-0.11243758363259004,39
MS,WY,coincident,1,-0.11188530554225574,39
ND,WY,coincident,1,-0.10956875098339018,39
WV,DC,coincident,1,-0.10900088277727456,39
KY,DC,coincident,1,0.10657184479523864,39
KY,PA,coincident,1,-0.10536104386315501,39
NV,SD,coincident,1,-0.10524600570276879,39
NE,IL,coincident,1,-0.10492676425563967,39
NE,VA,coincident,1,-0.10431528116516392,39
NV,PA,coincident,1,-0.10089902332487781,39
KY,VT,coincident,1,-0.10073372525705963,39
LA,ND,coincident,1,-0.0999316745933353,39
KY,ID,coincident,1,-0.09476575172237406,39
IL,WY,coincident,1,-0.09435340764749216,39
NE,TX,coincident,1,-0.09401378730642286,39
NE,MN,coincident,1,-0.09260949379282334,39
KY,IN,coincident,1,-0.09239159479788822,39
NV,LA,coincident,1,0.09202135378680659,39
NV,RI,coincident,1,-0.09119720768111517,39
KY,MD,coincident,1,-0.0826338154763927,39
NV,KS,coincident,1,-0.07892830735014777,39
NV,WY,coincident,1,0.07801917354817174,39
KY,DE,coincident,1,-0.07788233189831684,39
KY,FL,coincident,1,-0.07699515832184317,39
NE,UT,coincident,1,-0.07693941749480544,39
AL,WY,coincident,1,-0.07555115455403374,39
KY,RI,coincident,1,-0.07536841800027262,39
NV,MO,coincident,1,-0.07458687475879165,39
NE,OR,coincident,1,-0.07414040752152135,39
NV,ME,coincident,1,-0.07198034497331735,39
NM,WY,coincident,1,-0.070489633123749,39
NE,MA,coincident,1,-0.07001873096203151,39
NV,TN,coincident,1,-0.06968525734437744,39
WV,ND,coincident,1,-0.06880492351933785,39
NV,FL,coincident,1,-0.06826436076253645,39
NE,NM,coincident,1,-0.06765607254162707,39
WA,ND,coincident,1,-0.06761918107004913,39
KY,NH,coincident,1,-0.06629778135789112,39
KY,GA,coincident,1,-0.06515541977522503,39
NV,NH,coincident,1,-0.06354914916552994,39
NE,DC,coincident,1,0.06192448251962066,39
KY,CA,coincident,1,-0.06079362431362617,39
KY,NE,coincident,1,0.06016305474813401,39
TX,WY,coincident,1,-0.059281407554361405,39
NV,NE,coincident,1,-0.05869846653382456,39
KY,TN,coincident,1,-0.05818830355382075,39
NV,MD,coincident,1,-0.05807129463823735,39
LA,WY,coincident,1,-0.05759242455683838,39
NE,WY,coincident,1,0.056332214056553497,39
KY,WI,coincident,1,-0.05535499687044169,39
WY,ND,coincident,1,0.05497619989383368,39
KY,NY,coincident,1,-0.0543171623199522,39
NV,AZ,coincident,1,-0.04970094238678888,39
KY,MO,coincident,1,-0.0495500882660572,39
NV,NJ,coincident,1,-0.048744847559140124,39
KY,IA,coincident,1,0.04782885885126185,39
KY,ND,coincident,1,-0.04747244962757891,39
KY,NJ,coincident,1,-0.04721281449325632,39
NV,GA,coincident,1,-0.04497309492932022,39
KY,UT,coincident,1,0.04427197195472475,39
WY,WY,coincident,1,0.04359388944062056,39
KY,SD,coincident,1,-0.041329876595305674,39
NV,CA,coincident,1,-0.03834709162453563,39
WV,WY,coincident,1,-0.03693723665153578,39
KY,AZ,coincident,1,-0.034651274320712216,39
NV,UT,coincident,1,0.03462722611717749,39
NE,ND,coincident,1,0.033928724216793237,39
NV,ND,coincident,1,0.033303393414138176,39
KY,TX,coincident,1,-0.0328320739536591,39
NV,MA,coincident,1,0.03219992041016467,39
NE,LA,coincident,1,-0.03128419328828808,39
NV,NM,coincident,1,-0.03067910327463997,39
KY,VA,coincident,1,-0.028395743836434922,39
KY,LA,coincident,1,-0.027974447851630613,39
NV,NY,coincident,1,-0.025104841240430813,39
NV,TX,coincident,1,-0.024982659484211918,39
NV,NV,coincident,1,-0.024459355768002695,39
NV,CO,coincident,1,-0.02438416110655362,39
KY,NV,coincident,1,-0.023007940326227164,39
KY,ME,coincident,1,-0.022606558589464684,39
KY,MT,coincident,1,-0.022447316141101067,39
KY,WY,coincident,1,0.021416961460730778,39
WA,DC,coincident,1,-0.0180844883784384,39
KY,MA,coincident,1,0.014307520927959118,39
KY,CO,coincident,1,-0.013687610533504932,39
KY,KS,coincident,1,-0.012605828566611712,39
KY,MN,coincident,1,0.012093159032069279,39
NV,OR,coincident,1,0.009762317180277804,39
NV,VA,coincident,1,-0.00917240764304993,39
KY,OR,coincident,1,0.005500988309951235,39
KY,IL,coincident,1,-0.004161950375510395,39
WA,WY,coincident,1,0.00337529334214982,39
NV,IA,coincident,1,0.0028606437478310228,39
NV,MN,coincident,1,0.002172087675613276,39
NV,IL,coincident,1,0.0008921135174964742,39
